Route,Stop Name,Time 1,Time 2,Time 3,Time 4,Time 5,Time 6,Time 7,Time 8,Time 9,Time 10,Time 11,Time 12,Time 13,Time 14,Time 15,Latitude,Longitude
 40,ALBENGA VADINO,9.14,9.34,10.04,10.19,10.34,11.04,11.34,12.04,12.34,12.59,13.14,13.19,13.19,,,44.0472894,8.2215848 
 40,ALBENGA CENTRO,9.15,9.35,10.05,10.20,10.35,11.05,11.35,12.05,12.35,13.00,13.15,13.20,13.2,,,44.0555318,8.1965998 
 40,ALBENGA OSPEDALE,10.25,11.40,,,,,,,,,,,,,,, 
 40,CERIALE,9.28,9.48,10.18,10.48,11.18,11.53,12.18,12.48,13.13,13.28,13.33,13.33,,,,44.091629,8.223251 
 40,BORGHETTO S.S.,9.33,9.53,10.23,10.53,11.23,11.58,12.23,12.53,13.18,13.33,13.38,13.38,,,,44.1144461,8.235328 
 40,LOANO,9.38,10.00,10.30,11.00,11.30,12.05,12.30,13.00,13.25,13.40,13.45,13.45,,,,44.1287537,8.2593713 
 40,PIETRA SANTA CORONA,9.45,10.05,10.35,11.05,11.35,12.10,12.35,13.05,13.30,13.50,13.5,,,,,, 
 40,BORGIO VEREZZI,9.50,10.10,10.40,11.10,11.40,12.15,12.40,13.10,13.35,13.55,13.55,,,,,44.164968200000004,8.306662116087459 
 40,FINALMARINA,9.55,10.15,10.45,11.15,11.45,12.20,12.45,13.15,13.40,14.00,14.0,,,,,44.1690789,8.3458301 
 40,FINALPIA,9.58,10.18,10.48,11.18,11.48,12.23,12.48,13.18,13.43,14.03,14.03,,,,,44.1724591,8.3566689 

 40,ANDORA STAZIONE FF.SS.,15.00,16.25,16.55,17.25,,,,,,,,,,,,, 
 40,ANDORA,13.10,13.35,14.05,14.40,15.05,15.35,16.00,16.30,17.00,17.3,,,,,,43.9519286,8.1456487 
 40,LAIGUEGLIA,13.20,13.45,14.15,14.50,15.15,15.45,16.10,16.40,17.10,17.4,,,,,,43.9788263,8.157351 
 40,ALASSIO,13.30,13.55,14.15,14.25,15.00,15.25,15.55,16.20,16.50,17.20,17.5,,,,,44.0080109,8.1730265 
 40,ALBENGA VADINO,13.44,13.49,13.49,14.09,14.29,14.39,15.14,15.39,16.09,16.34,17.04,17.34,18.04,,,44.0472894,8.2215848 
 40,ALBENGA CENTRO,13.45,13.50,13.50,14.10,14.30,14.40,15.15,15.40,16.10,16.35,17.05,17.35,18.05,,,44.0555318,8.1965998 
 40,ALBENGA OSPEDALE,,,,,,,,,,,,,,,,, 
 40,CERIALE,13.58,14.03,14.03,14.23,14.53,15.28,15.53,16.23,16.48,17.18,17.48,18.18,,,,44.091629,8.223251 
 40,BORGHETTO S.S.,14.03,14.08,14.08,14.28,14.58,15.33,15.58,16.28,16.53,17.23,17.53,18.23,,,,44.1144461,8.235328 
 40,LOANO,14.10,14.15,14.15,14.35,15.05,15.40,16.05,16.35,17.00,17.30,18.00,18.3,,,,44.1287537,8.2593713 
 40,PIETRA SANTA CORONA,14.15,14.20,14.40,15.10,15.45,16.10,16.40,17.05,17.35,18.05,18.35,,,,,, 
 40,BORGIO VEREZZI,14.20,14.25,14.45,15.15,15.50,16.15,16.45,17.10,17.40,18.10,18.4,,,,,44.164968200000004,8.306662116087459 
 40,FINALMARINA,14.25,14.30,14.50,15.20,15.55,16.20,16.50,17.15,17.45,18.15,18.45,,,,,44.1690789,8.3458301 
 40,FINALPIA,14.28,14.33,14.53,15.23,15.58,16.23,16.53,17.18,17.48,18.18,18.48,,,,,44.1724591,8.3566689 
 40,ANDORA STAZIONE FF.SS.,18.25,19.25,20.35,21.40,,,,,,,,,,,,, 
 40,ANDORA,18.00,18.30,19.00,19.30,19.45,20.00,20.40,21.15,21.45,23.00,,,,,,43.9519286,8.1456487 
 40,LAIGUEGLIA,18.10,18.40,19.10,19.40,19.55,20.10,20.50,21.25,21.55,23.10,,,,,,43.9788263,8.157351 
 40,ALASSIO,18.20,18.50,19.20,19.50,20.05,20.20,21.00,21.35,22.05,23.20,,,,,,44.0080109,8.1730265 
 40,ALBENGA VADINO,18.34,19.04,19.34,20.04,20.19,20.34,21.14,21.49,22.19,23.34,,,,,,44.0472894,8.2215848 
 40,ALBENGA CENTRO,18.35,19.05,19.35,20.05,20.20,20.35,21.15,21.50,22.20,23.35,,,,,,44.0555318,8.1965998 
 40,ALBENGA OSPEDALE,20.25,21.20,22.25,,,,,,,,,,,,,, 
 40,CERIALE,18.48,19.18,19.48,20.18,20.48,22.03,23.48,,,,,,,,,44.091629,8.223251 
 40,BORGHETTO S.S.,18.53,19.23,19.53,20.23,20.53,22.08,23.53,,,,,,,,,44.1144461,8.235328 
 40,LOANO,19.00,19.30,20.00,20.30,21.00,22.15,0.00,,,,,,,,,44.1287537,8.2593713 
 40,PIETRA SANTA CORONA,19.05,19.35,20.05,20.35,21.05,22.20,0.05,,,,,,,,,, 
 40,BORGIO VEREZZI,19.10,19.40,20.10,20.40,21.10,22.25,0.10,,,,,,,,,44.164968200000004,8.306662116087459 
 40,FINALMARINA,19.15,19.45,20.15,20.45,21.15,22.30,0.15,,,,,,,,,44.1690789,8.3458301 
 40,FINALPIA,19.18,19.48,20.18,20.48,21.18,22.33,0.18,,,,,,,,,44.1724591,8.3566689 

 40/,FINALBORGO,5.43,6.20,6.45,6.55,7.30,7.55,8.25,8.55,,,,,,,,44.1763193,8.3276369 
 40/,FINALMARINA,5.48,6.25,6.50,7.00,7.35,8.0,8.3,9.0,,,,,,,,44.1690789,8.3458301 
 40/,FINALPIA,5.51,6.28,6.53,7.03,7.38,8.03,8.33,9.03,,,,,,,,44.1724591,8.3566689 
 40/,VARIGOTTI,5.58,6.35,7.00,7.10,7.45,8.1,8.4,9.1,,,,,,,,44.1824374,8.3953613 
 40/,NOLI,6.03,6.40,7.05,7.15,7.15,7.50,8.15,8.45,9.15,,,,,,,44.2058832,8.416419 
 40/,SPOTORNO,6.08,6.45,7.10,7.20,7.20,7.55,8.2,8.5,9.2,,,,,,,44.2272571,8.4191772 
 40/,BERGEGGI,6.13,6.50,7.15,7.25,7.25,8.00,8.25,8.55,9.25,,,,,,,44.249735,8.443353 
 40/,VADO LIGURE,6.18,6.55,7.20,7.30,7.30,8.05,8.3,9.0,9.3,,,,,,,44.2714401,8.4382205 
 40/,SAVONA LEGINO DEP. TPL LATO,MARE,6.25,7.37,7.37,8.12,8.37,9.07,9.37,,,,,,,,, 
 40/,SAVONA STAZIONE FF.SS. LATO,MARE,6.30,8.17,8.42,9.12,9.42,,,,,,,,,,, 
 40/,SAVONA VIA XX SETTEMBRE,8.22,8.47,9.17,9.47,,,,,,,,,,,,, 
 40/,SAVONA SAN MICHELE LATO MON,TE,8.26,8.51,9.21,9.51,,,,,,,,,,,, 
 40/,SAVONA VIA NIZZA LATO MONTE,8.30,8.55,9.25,9.55,,,,,,,,,,,,, 
 40/,SAVONA VIA NIZZA LATO MARE,5.17,5.37,5.55,6.25,6.40,7.02,7.27,,,,,,,,,, 
 40/,SAVONA SAN MICHELE LATO MAR,E,5.20,5.40,5.58,6.28,6.43,7.05,7.30,,,,,,,,, 
 40/,SAVONA PIAZZA MAMELI,5.25,5.45,6.03,6.33,6.33,6.48,7.10,7.35,7.45,7.45,,,,,,, 
 40/,SAVONA STAZIONE FF.SS. LATO,MONTE,5.28,5.48,6.08,6.38,6.53,7.15,7.40,,,,,,,,, 

 40/,FINALBORGO,9.30,10.00,10.30,11.00,11.35,12.05,12.35,13.10,13.10,13.40,14.00,14.4,15.1,15.45,,44.1763193,8.3276369 
 40/,FINALMARINA,9.35,10.05,10.35,11.05,11.40,12.10,12.40,13.15,13.15,13.45,14.05,14.45,15.15,15.5,,44.1690789,8.3458301 
 40/,FINALPIA,9.38,10.08,10.38,11.08,11.43,12.13,12.43,13.18,13.18,13.48,14.08,14.48,15.18,15.53,,44.1724591,8.3566689 
 40/,VARIGOTTI,9.45,10.15,10.45,11.15,11.50,12.20,12.50,13.25,13.25,13.55,14.15,14.55,15.25,16.0,,44.1824374,8.3953613 
 40/,NOLI,9.50,10.20,10.50,11.20,11.55,12.25,12.55,13.30,13.30,14.00,14.20,15.0,15.3,16.05,,44.2058832,8.416419 
 40/,SPOTORNO,9.55,10.25,10.55,11.25,12.00,12.30,13.00,13.35,13.35,14.05,14.25,15.05,15.35,16.1,,44.2272571,8.4191772 
 40/,BERGEGGI,10.00,10.30,11.00,11.30,12.05,12.35,13.05,13.40,13.40,14.10,14.30,15.1,15.4,16.15,,44.249735,8.443353 
 40/,VADO LIGURE,10.05,10.35,11.05,11.35,12.10,12.40,13.10,13.45,13.45,14.15,14.35,15.15,15.45,16.2,,44.2714401,8.4382205 
 40/,SAVONA LEGINO DEP. TPL LATO,MARE,10.12,10.42,11.12,11.42,12.17,12.47,13.17,13.52,13.52,14.22,14.42,15.22,15.52,16.27,, 
 40/,SAVONA STAZIONE FF.SS. LATO,MARE,10.17,10.47,11.17,11.47,12.22,12.52,13.22,13.57,14.27,14.47,15.27,15.57,16.32,,, 
 40/,SAVONA VIA XX SETTEMBRE,10.22,10.52,11.22,11.52,12.27,12.57,13.27,14.02,14.32,14.52,15.32,16.02,16.37,,,, 
 40/,SAVONA SAN MICHELE LATO MON,TE,10.26,10.56,11.26,11.56,12.31,13.01,14.06,14.36,14.56,15.36,16.06,16.41,,,, 
 40/,SAVONA VIA NIZZA LATO MONTE,10.30,11.00,11.30,12.00,12.35,13.05,14.10,14.40,15.00,15.4,16.1,16.45,,,,, 
 40/,SAVONA PIAZZA MAMELI,14.00,,,,,,,,,,,,,,,, 
 40/,FINALBORGO,16.15,16.45,17.15,17.50,18.20,18.50,19.25,19.55,20.25,20.50,21.25,22.25,,,,44.1763193,8.3276369 
 40/,FINALMARINA,16.20,16.50,17.20,17.55,18.25,18.55,19.30,20.00,20.30,20.55,21.30,22.3,,,,44.1690789,8.3458301 
 40/,FINALPIA,16.23,16.53,17.23,17.58,18.28,18.58,19.33,20.03,20.33,20.58,21.33,22.33,,,,44.1724591,8.3566689 
 40/,VARIGOTTI,16.30,17.00,17.30,18.05,18.35,19.05,19.40,20.10,20.40,21.05,21.40,22.4,,,,44.1824374,8.3953613 
 40/,NOLI,16.35,17.05,17.35,18.10,18.40,19.10,19.45,20.15,20.45,21.10,21.45,22.45,,,,44.2058832,8.416419 
 40/,SPOTORNO,16.40,17.10,17.40,18.15,18.45,19.15,19.50,20.20,20.50,21.15,21.50,22.5,,,,44.2272571,8.4191772 
 40/,BERGEGGI,16.45,17.15,17.45,18.20,18.50,19.20,19.55,20.25,20.55,21.20,21.55,22.55,,,,44.249735,8.443353 
 40/,VADO LIGURE,16.50,17.20,17.50,18.25,18.55,19.25,20.00,20.30,21.00,21.25,22.00,23.0,,,,44.2714401,8.4382205 
 40/,SAVONA LEGINO DEP. TPL LATO,MARE,16.57,17.27,17.57,18.32,19.02,19.32,20.07,20.37,21.07,21.32,22.07,23.07,,,, 
 40/,SAVONA STAZIONE FF.SS. LATO,MARE,17.02,17.32,18.02,18.37,19.07,19.37,20.12,20.42,21.12,21.37,22.12,23.12,,,, 
 40/,SAVONA VIA XX SETTEMBRE,17.07,17.37,18.07,18.42,19.12,19.42,20.17,20.47,21.17,21.42,22.17,23.17,,,,, 
 40/,SAVONA SAN MICHELE LATO MON,TE,17.11,17.41,18.11,18.46,19.16,19.46,20.21,20.51,21.21,21.46,22.21,23.21,,,, 
 40/,SAVONA VIA NIZZA LATO MONTE,17.15,17.45,18.15,18.50,19.20,19.50,20.25,20.55,21.25,21.50,22.25,23.25,,,,, 
